"SYMBOL";"NAME";"LASTSCALE";"MARKETCAP";"ADR TSO";"IPOyear";"Sector"
"BVMFD98";"BVMF";"0.49";"13258,02800";"n/a";"n/a";"Finance"
"BVMFE10";"BVMF";"0.48";"45713,28000";"n/a";"n/a";"Finance"
"BVMFF40";"BVMF";"0.34";"33240,05600";"n/a";"n/a";"Finance"
"BVMFO1";"BVMF";"0.60";"4760,00000";"n/a";"n/a";"Finance"
"BVMFO10";"BVMF";"0.35";"22169,24800";"n/a";"n/a";"Finance"
"BVMFO94";"BVMF";"0.13";"715,02000";"n/a";"n/a";"Finance"
"BVMFO95";"BVMF";"0.11";"6960,38000";"n/a";"n/a";"Finance"
"BVMFO96";"BVMF";"0.20";"10200,00000";"n/a";"n/a";"Finance"
"BVMFO98";"BVMF";"0.23";"11935,25200";"n/a";"n/a";"Finance"
"BVMFP10";"BVMF";"0.53";"21871,09100";"n/a";"n/a";"Finance"
"BVMFP9";"BVMF";"0.17";"5607,50000";"n/a";"n/a";"Finance"
"BVMFP92";"BVMF";"0.24";"3393,10000";"n/a";"n/a";"Finance"
"BVMFP94";"BVMF";"0.27";"4374,00000";"n/a";"n/a";"Finance"
"BVMFP96";"BVMF";"0.34";"6936,05000";"n/a";"n/a";"Finance"
"BVMFP98";"BVMF";"0.46";"23714,12500";"n/a";"n/a";"Finance"
"BVMFQ92";"BVMF";"0.35";"35,00000";"n/a";"n/a";"Finance"
"CAMB4";"CAMBUCI";"1.35";"4295,00000";"n/a";"n/a";"Finance"
"CARD3";"CARD";"3.26";"178008,02300";"n/a";"n/a";"Finance"
"CARD3F";"CARD";"3.30";"209,23980";"n/a";"n/a";"Finance"
"CBEE3";"AMPLA ENERG";"1.09";"109,00000";"n/a";"n/a";"Finance"
"CBMA3F";"COBRASMA";"0.04";"0,04000";"n/a";"n/a";"Finance"
"CBMA4F";"COBRASMA";"0.02";"0,02000";"n/a";"n/a";"Finance"
"CBOP11";"FII C BRANCO";"680.00";"3392,00000";"n/a";"n/a";"Finance"
"CCHI3F";"CHIARELLI";"0.06";"0,06000";"n/a";"n/a";"Finance"
"CCHI4F";"CHIARELLI";"0.08";"0,08000";"n/a";"n/a";"Finance"
"CCRO3";"CCR RODOVIAS";"15.07";"29856701,47500";"n/a";"n/a";"Finance"
"CCRO3F";"CCR RODOVIAS";"15.09";"27797,11210";"n/a";"n/a";"Finance"
"CCRO3T";"CCR RODOVIAS";"16.58";"330103,48450";"n/a";"n/a";"Finance"
"CCROE46";"CCR RODOVIAS";"0.66";"1914,00000";"n/a";"n/a";"Finance"
"CCROQ44";"CCR RODOVIAS";"0.50";"1450,00000";"n/a";"n/a";"Finance"
"CCROQ45";"CCR RODOVIAS";"1.15";"3335,00000";"n/a";"n/a";"Finance"
"CCXC3";"CCX CARVAO";"0.15";"1371799,85600";"n/a";"n/a";"Finance"
"CCXC3F";"CCX CARVAO";"0.15";"19,50020";"n/a";"n/a";"Finance"
"CEBR6F";"CEB";"18.03";"108,18000";"n/a";"n/a";"Finance"
"CEEB3";"COELBA";"24.90";"24900,00000";"n/a";"n/a";"Finance"
"CELP3";"CELPA";"1.25";"625,00000";"n/a";"n/a";"Finance"
"CEOC11B";"FII CEO CCP";"38.38";"57998,72544";"n/a";"n/a";"Finance"
"CESP3";"CESP";"18.55";"20344,00000";"n/a";"n/a";"Finance"
"CESP6";"CESP";"23.49";"8627538,52500";"n/a";"n/a";"Finance"
"CESP6F";"CESP";"23.59";"16547,26256";"n/a";"n/a";"Finance"
"CGAS3";"COMGAS";"40.50";"46050,00000";"n/a";"n/a";"Finance"
"CGAS5";"COMGAS";"41.80";"75585,01500";"n/a";"n/a";"Finance"
"CGAS5F";"COMGAS";"41.41";"3817,35000";"n/a";"n/a";"Finance"
"CGRA3";"GRAZZIOTIN";"16.49";"36817,01200";"n/a";"n/a";"Finance"
"CGRA4";"GRAZZIOTIN";"15.45";"220466,98700";"n/a";"n/a";"Finance"
"CGRA4F";"GRAZZIOTIN";"15.35";"414,45000";"n/a";"n/a";"Finance"
"CIEL3";"Cielo";"43.86";"63228590,41500";"n/a";"n/a";"Finance"
"CIEL3F";"Cielo";"43.86";"84607,13816";"n/a";"n/a";"Finance"
"CIELC19";"Cielo";"4.00";"24000,00000";"n/a";"n/a";"Finance"
"CIELC22";"Cielo";"1.25";"4615,01000";"n/a";"n/a";"Finance"
"CIELC44";"Cielo";"0.51";"1530,00000";"n/a";"n/a";"Finance"
"CIELC45";"Cielo";"0.18";"54,00000";"n/a";"n/a";"Finance"
"CIELC72";"Cielo";"1.48";"23292,97600";"n/a";"n/a";"Finance"
"CIELD10";"Cielo";"4.00";"24400,00000";"n/a";"n/a";"Finance"
"CIELD43";"Cielo";"2.23";"34753,93500";"n/a";"n/a";"Finance"
"CIELD44";"Cielo";"1.69";"16507,00000";"n/a";"n/a";"Finance"
"CIELD45";"Cielo";"1.20";"7870,98300";"n/a";"n/a";"Finance"
"CIELO73";"Cielo";"0.65";"585,00000";"n/a";"n/a";"Finance"
"CIELO74";"Cielo";"1.24";"11169,00000";"n/a";"n/a";"Finance"
"CIELP44";"Cielo";"1.28";"2176,00000";"n/a";"n/a";"Finance"
"CIELP45";"Cielo";"1.70";"20808,03400";"n/a";"n/a";"Finance"
"CIQU4F";"CACIQUE";"12.49";"87,43000";"n/a";"n/a";"Finance"
"CLSC4";"CELESC";"13.15";"46252,99700";"n/a";"n/a";"Finance"
"CMIG3";"CEMIG";"12.61";"75825,08200";"n/a";"n/a";"Finance"
"CMIG3F";"CEMIG";"12.59";"2279,79970";"n/a";"n/a";"Finance"
"CMIG4";"CEMIG";"12.22";"14026224,00600";"n/a";"n/a";"Finance"
"CMIG4F";"CEMIG";"12.21";"21560,68470";"n/a";"n/a";"Finance"
"CMIG4T";"CEMIG";"12.61";"176645,91608";"n/a";"n/a";"Finance"
"COCA34";"COCA COLA";"129.10";"206560,00000";"n/a";"n/a";"Finance"
"COCE5";"COELCE";"39.53";"108399,03000";"n/a";"n/a";"Finance"
"COCE5F";"COELCE";"40.03";"5801,20984";"n/a";"n/a";"Finance"
"CPFE3";"CPFL ENERGIA";"17.75";"5556845,15000";"n/a";"n/a";"Finance"
"CPFE3F";"CPFL ENERGIA";"17.68";"7179,45078";"n/a";"n/a";"Finance"
"CPLE3";"COPEL";"22.25";"268945,88000";"n/a";"n/a";"Finance"
"CPLE3F";"COPEL";"22.01";"2205,25000";"n/a";"n/a";"Finance"
"CPLE6";"COPEL";"32.23";"4342790,93800";"n/a";"n/a";"Finance"
"CPLE6F";"COPEL";"32.29";"16316,23940";"n/a";"n/a";"Finance"
"CPRE3";"CPFL RENOVAV";"12.95";"1295,00000";"n/a";"n/a";"Finance"
"CPTS11B";"FII CAPI SEC";"102.20";"22484,00000";"n/a";"n/a";"Finance"
"CREM3";"CREMER";"16.20";"1620,00000";"n/a";"n/a";"Finance"
"CRIV3";"ALFA FINANC";"3.13";"15449,01500";"n/a";"n/a";"Finance"
"CRIV3F";"ALFA FINANC";"3.21";"314,58000";"n/a";"n/a";"Finance"
"CRUZ3";"SOUZA CRUZ";"25.41";"9575273,04800";"n/a";"n/a";"Finance"
"CRUZ3F";"SOUZA CRUZ";"25.45";"21559,80180";"n/a";"n/a";"Finance"
"CSAN3";"COSAN S.A.";"26.48";"9094058,73400";"n/a";"n/a";"Finance"
"CSAN3F";"COSAN S.A.";"26.47";"22630,07504";"n/a";"n/a";"Finance"
"CSAN3T";"COSAN S.A.";"27.23";"2613316,65024";"n/a";"n/a";"Finance"
"CSANO40";"COSAN S.A.";"12.71";"1220160,00000";"n/a";"n/a";"Finance"
"CSHP11B";"FII CSHG POP";"1130.00";"1130000,00000";"n/a";"n/a";"Finance"
"CSMG3";"COPASA";"16.91";"2941893,53800";"n/a";"n/a";"Finance"
"CSMG3F";"COPASA";"16.75";"4950,21554";"n/a";"n/a";"Finance"
"CSMO11";"ISHARES CSMO";"51.87";"5687,70000";"n/a";"n/a";"Finance"
"CSNA3";"SID NACIONAL";"4.95";"17905340,81200";"n/a";"n/a";"Finance"
"CSNA3F";"SID NACIONAL";"4.92";"5449,70742";"n/a";"n/a";"Finance"
"CSNA3T";"SID NACIONAL";"4.97";"74471,36447";"n/a";"n/a";"Finance"
"CSNAC45";"SID NACIONAL";"0.46";"595,00000";"n/a";"n/a";"Finance"
"CSNAC5";"SID NACIONAL";"0.24";"2300,00000";"n/a";"n/a";"Finance"
"CSNAC52";"SID NACIONAL";"0.13";"7130,72900";"n/a";"n/a";"Finance"
"CSNAC54";"SID NACIONAL";"0.07";"1563,01000";"n/a";"n/a";"Finance"
"CSNAC56";"SID NACIONAL";"0.03";"563,94500";"n/a";"n/a";"Finance"
"CSNAC58";"SID NACIONAL";"0.01";"213,99900";"n/a";"n/a";"Finance"
"CSNAC6";"SID NACIONAL";"0.01";"170,00000";"n/a";"n/a";"Finance"
"CSNAD5";"SID NACIONAL";"0.31";"5555,96000";"n/a";"n/a";"Finance"
"CSNAD52";"SID NACIONAL";"0.22";"3772,02500";"n/a";"n/a";"Finance"
"CSNAD54";"SID NACIONAL";"0.17";"1435,96800";"n/a";"n/a";"Finance"
"CSNAD6";"SID NACIONAL";"0.08";"80,00000";"n/a";"n/a";"Finance"
"CSNAO43";"SID NACIONAL";"0.02";"10,00000";"n/a";"n/a";"Finance"
"CSNAO52";"SID NACIONAL";"0.21";"13854,75000";"n/a";"n/a";"Finance"
"CSNAO54";"SID NACIONAL";"0.34";"4497,01000";"n/a";"n/a";"Finance"
"CSNAO56";"SID NACIONAL";"0.50";"32683,39600";"n/a";"n/a";"Finance"
"CSNAP49";"SID NACIONAL";"0.33";"13540,11000";"n/a";"n/a";"Finance"
"CSNAP5";"SID NACIONAL";"0.38";"29543,93400";"n/a";"n/a";"Finance"
"CSNAP52";"SID NACIONAL";"0.48";"9388,88000";"n/a";"n/a";"Finance"
"CSNAP54";"SID NACIONAL";"0.61";"33274,21400";"n/a";"n/a";"Finance"
"CTAX11";"CONTAX";"8.61";"131482,74400";"n/a";"n/a";"Finance"
"CTAX11F";"CONTAX";"8.34";"158,46000";"n/a";"n/a";"Finance"
"CTAX4";"CONTAX";"1.60";"320,00000";"n/a";"n/a";"Finance"
"CTIP3";"CETIP";"33.51";"53630607,34700";"n/a";"n/a";"Finance"
"CTIP3F";"CETIP";"33.49";"107486,61918";"n/a";"n/a";"Finance"
"CTIPC58";"CETIP";"5.48";"8150945,03200";"n/a";"n/a";"Finance"
"CTKA4";"KARSTEN";"0.51";"2587,00500";"n/a";"n/a";"Finance"
"CVCB3";"CVC BRASIL";"13.89";"660311,87700";"n/a";"n/a";"Finance"
"CVCB3F";"CVC BRASIL";"13.91";"929,65015";"n/a";"n/a";"Finance"
"CXCE11B";"CXCE";"1730.00";"1730,00000";"n/a";"n/a";"Finance"
"CYRE3";"CYRELA REALT";"11.74";"11089252,64000";"n/a";"n/a";"Finance"
"CYRE3F";"CYRELA REALT";"11.72";"7649,44906";"n/a";"n/a";"Finance"
"CYREC11";"CYRELA REALT";"0.71";"12691,96000";"n/a";"n/a";"Finance"
"CYREC29";"CYRELA REALT";"0.11";"1370,00000";"n/a";"n/a";"Finance"
"CYREC31";"CYRELA REALT";"0.32";"2726,00000";"n/a";"n/a";"Finance"
"CYRED12";"CYRELA REALT";"0.46";"12997,00000";"n/a";"n/a";"Finance"
"CYRED41";"CYRELA REALT";"0.67";"7937,02400";"n/a";"n/a";"Finance"
"CYRED42";"CYRELA REALT";"0.28";"3999,96800";"n/a";"n/a";"Finance"
"CYREO29";"CYRELA REALT";"0.43";"6385,98600";"n/a";"n/a";"Finance"
"CYREP12";"CYRELA REALT";"0.54";"3132,00000";"n/a";"n/a";"Finance"
"CYREQ41";"CYRELA REALT";"0.40";"1920,00000";"n/a";"n/a";"Finance"
"CZLT33";"Cosan Limited";"20.92";"416073,52100";"n/a";"n/a";"Finance"
"DAGB33";"";"425.19";"1070451,74817";"n/a";"n/a";"Finance"
"DASA3";"DASA";"12.15";"125411,90400";"n/a";"n/a";"Finance"
"DASA3F";"DASA";"11.81";"1461,92910";"n/a";"n/a";"Finance"
"DAYC4";"Banco Daycov";"8.62";"3445,00000";"n/a";"n/a";"Finance"
"DIRR3";"Direcional";"5.47";"467050,14100";"n/a";"n/a";"Finance"
"DIRR3F";"Direcional";"5.45";"10,90000";"n/a";"n/a";"Finance"
"DISB34";"WALT DISNEY";"320.80";"545489,00000";"n/a";"n/a";"Finance"
"DIVO11";"IT NOW IDIV";"25.86";"45194,30760";"n/a";"n/a";"Finance"
"DIVO11F";"IT NOW IDIV";"25.48";"230,58000";"n/a";"n/a";"Finance"
"DJIA";"DOW JONES";"17898.29";"0,00000";"n/a";"n/a";"Finance"
"DOMC11";"FII DOMO";"662.00";"662,00000";"n/a";"n/a";"Finance"
"DTCY3";"DTCOM-DIRECT";"0.33";"330,00000";"n/a";"n/a";"Finance"
"DTEX3";"";"7.88";"5586352,80800";"n/a";"n/a";"Finance"
"DTEX3F";"";"7.90";"7401,13148";"n/a";"n/a";"Finance"
"EALT4";"ACO ALTONA";"16.29";"1629,00000";"n/a";"n/a";"Finance"
"ECOO11";"ISHARES ECOO";"60.14";"30070,00000";"n/a";"n/a";"Finance"
"ECOR3";"Ecorodovias S.A";"9.72";"4832918,23200";"n/a";"n/a";"Finance"
"ECOR3F";"Ecorodovias S.A";"9.71";"7303,28408";"n/a";"n/a";"Finance"
"EDGA11B";"FII GALERIA";"67.49";"48467,77075";"n/a";"n/a";"Finance"
"EKTR4F";"ELEKTRO";"17.64";"246,96000";"n/a";"n/a";"Finance"
"ELET3";"ELETROBRAS";"5.05";"3067766,22500";"n/a";"n/a";"Finance"
"ELET3F";"ELETROBRAS";"5.06";"3501,47719";"n/a";"n/a";"Finance"
"ELET3T";"ELETROBRAS";"5.23";"104596,07296";"n/a";"n/a";"Finance"
"ELET6";"ELETROBRAS";"6.28";"5345127,35500";"n/a";"n/a";"Finance"
"ELET6F";"ELETROBRAS";"6.30";"4101,94020";"n/a";"n/a";"Finance"
"ELET6T";"ELETROBRAS";"6.32";"153737,87904";"n/a";"n/a";"Finance"
"ELPL4";"ELETROPAULO";"9.18";"1637972,31800";"n/a";"n/a";"Finance"
"ELPL4F";"ELETROPAULO";"9.19";"10643,49948";"n/a";"n/a";"Finance"
"EMBR3";"EMBRAER";"24.79";"101146142,87500";"n/a";"n/a";"Finance"
"EMBR3F";"EMBRAER";"24.78";"40256,47510";"n/a";"n/a";"Finance"
"EMBRD25";"EMBRAER";"1.02";"27902,98800";"n/a";"n/a";"Finance"
"EMBRD26";"EMBRAER";"0.58";"44318,80000";"n/a";"n/a";"Finance"
"EMBRD55";"EMBRAER";"0.78";"18441,11400";"n/a";"n/a";"Finance"
"ENBR3";"ENBR";"8.49";"6373381,46700";"n/a";"n/a";"Finance"
"ENBR3F";"ENBR";"8.48";"5205,82459";"n/a";"n/a";"Finance"
"ENEV3";"ENEVA";"0.23";"111339,84200";"n/a";"n/a";"Finance"
"ENEV3F";"ENEVA";"0.23";"0,47000";"n/a";"n/a";"Finance"
"ENGI11";"ENERGISA";"12.90";"12900,00000";"n/a";"n/a";"Finance"
"ENGI3";"ENERGISA";"2.43";"243,00000";"n/a";"n/a";"Finance"
"ENGI4";"ENERGISA";"2.69";"807,00000";"n/a";"n/a";"Finance"
"ENMA3B";"CEMAR";"14.50";"1450,00000";"n/a";"n/a";"Finance"
"EQTL3";"EQUATORIAL";"27.63";"11779830,19800";"n/a";"n/a";"Finance"
"EQTL3F";"EQUATORIAL";"27.51";"4179,35950";"n/a";"n/a";"Finance"
"EQTLD1";"EQUATORIAL";"0.81";"68850,00000";"n/a";"n/a";"Finance"
"EQTLP55";"EQUATORIAL";"1.05";"89252,00000";"n/a";"n/a";"Finance"
"EQTLP65";"EQUATORIAL";"0.43";"36550,00000";"n/a";"n/a";"Finance"
"ESTC3";"Estácio Part";"16.79";"14776397,68500";"n/a";"n/a";"Finance"
"ESTC3F";"Estácio Part";"16.89";"19682,27019";"n/a";"n/a";"Finance"
"ESTCH40";"Estácio Part";"1.71";"51342,00000";"n/a";"n/a";"Finance"
"ESTCT1";"Estácio Part";"1.56";"46800,00000";"n/a";"n/a";"Finance"
"ESTCT17";"Estácio Part";"3.27";"98100,00000";"n/a";"n/a";"Finance"
"ESTR4";"ESTRELA";"0.38";"10103,61600";"n/a";"n/a";"Finance"
"ETER3";"ETERNIT";"2.98";"43213,88800";"n/a";"n/a";"Finance"
"ETER3F";"ETERNIT";"2.99";"2355,93096";"n/a";"n/a";"Finance"
"EUCA4";"EUCATEX";"2.91";"2332,99800";"n/a";"n/a";"Finance"
"EVEN3";"EVEN";"4.56";"1847601,28500";"n/a";"n/a";"Finance"
"EVEN3F";"EVEN";"4.55";"661,56020";"n/a";"n/a";"Finance"
"EZTC3";"EZ Tec Empre";"18.06";"4482752,02000";"n/a";"n/a";"Finance"
"EZTC3F";"EZ Tec Empre";"17.95";"9236,21430";"n/a";"n/a";"Finance"
"FAED11B";"FAED";"142.10";"69266,48712";"n/a";"n/a";"Finance"
"FAMB11B";"FII ALMIRANT";"4300.00";"21500,00000";"n/a";"n/a";"Finance"
"FCFL11B";"FII CAMPUSFL";"1223.99";"146879,79960";"n/a";"n/a";"Finance"
"FESA4";"FERBASA";"6.26";"33967,08100";"n/a";"n/a";"Finance"
"FESA4F";"FERBASA";"6.41";"205,12000";"n/a";"n/a";"Finance"
"FEXC11B";"";"95.52";"33017,98175";"n/a";"n/a";"Finance"
"FFCI11";"FII F CENTER";"1.51";"29427,57500";"n/a";"n/a";"Finance"
"FHER3";"FER HERINGER";"3.61";"88745,14400";"n/a";"n/a";"Finance"
"FHER3F";"FER HERINGER";"3.61";"649,47000";"n/a";"n/a";"Finance"
"FIBR3";"FIBRIA";"38.84";"27103604,67400";"n/a";"n/a";"Finance"
"FIBR3F";"FIBRIA";"38.91";"45282,78165";"n/a";"n/a";"Finance"
"FIGS11";"FII GEN SHOP";"75.47";"178904,45105";"n/a";"n/a";"Finance"
"FIIP11B";"";"145.16";"24560,33960";"n/a";"n/a";"Finance"
"FIND11";"IT NOW IFNC";"48.90";"1473,00000";"n/a";"n/a";"Finance"
"FIXX11";"FII FATORFIX";"74.11";"40455,74920";"n/a";"n/a";"Finance"
"FJTA3F";"FORJA TAURUS";"5.44";"472,72000";"n/a";"n/a";"Finance"
"FJTA4";"FORJA TAURUS";"3.32";"4307,00000";"n/a";"n/a";"Finance"
"FJTA4F";"FORJA TAURUS";"3.29";"32,90000";"n/a";"n/a";"Finance"
"FLCI11";"FII LCI PREM";"10490.00";"104900,00000";"n/a";"n/a";"Finance"
"FLMA11";"FII S F LIMA";"1.71";"2100,65824";"n/a";"n/a";"Finance"
"FLRP11B";"FLRP";"635.00";"56561,48942";"n/a";"n/a";"Finance"
"FLRY3";"FLRY";"13.71";"521128,32000";"n/a";"n/a";"Finance"
"FNAM11";"FINAM";"0.07";"30499,00000";"n/a";"n/a";"Finance"
"FNAM11F";"FINAM";"0.06";"0,00222";"n/a";"n/a";"Finance"
"FPAB11";"FII A BRANCACI";"319.90";"10236,73000";"n/a";"n/a";"Finance"
"FRAS3";"FRAS-LE";"3.74";"724,00000";"n/a";"n/a";"Finance"
"FRAS3F";"FRAS-LE";"3.30";"49,50000";"n/a";"n/a";"Finance"
"FRIO3";"METALFRIO";"0.79";"1345,00200";"n/a";"n/a";"Finance"
"FSRF11F";"FISET FL REF";"0.10";"36,60000";"n/a";"n/a";"Finance"
"FSTU11";"FISET TUR";"0.13";"130,00000";"n/a";"n/a";"Finance"
"FSTU11F";"FISET TUR";"0.10";"31,40000";"n/a";"n/a";"Finance"
"FVBI11B";"FII VBI 4440";"68.49";"15544,71001";"n/a";"n/a";"Finance"
"GETI3";"AES TIETE";"13.06";"810758,14000";"n/a";"n/a";"Finance"
"GETI3F";"AES TIETE";"13.05";"1984,10058";"n/a";"n/a";"Finance"
"GETI4";"AES TIETE";"16.79";"2617512,61200";"n/a";"n/a";"Finance"
"GETI4F";"AES TIETE";"16.87";"11312,30912";"n/a";"n/a";"Finance"
"GFSA3";"GAFISA";"1.95";"5458063,51200";"n/a";"n/a";"Finance"
"GFSA3F";"GAFISA";"1.97";"798,02736";"n/a";"n/a";"Finance"
"GFSA3T";"GAFISA";"1.99";"20131,20169";"n/a";"n/a";"Finance"
"GGBR3";"GERDAU";"8.11";"1810840,61800";"n/a";"n/a";"Finance"
"GGBR3F";"GERDAU";"8.13";"3652,01416";"n/a";"n/a";"Finance"
"GGBR4";"GERDAU";"10.39";"40557283,93600";"n/a";"n/a";"Finance"
"GGBR4F";"GERDAU";"10.37";"18200,03548";"n/a";"n/a";"Finance"
"GGBR4T";"GERDAU";"10.70";"3219,34902";"n/a";"n/a";"Finance"
"GGBRC10";"GERDAU";"0.65";"21626,00000";"n/a";"n/a";"Finance"
"GGBRC11";"GERDAU";"0.07";"6118,45600";"n/a";"n/a";"Finance"
"GGBRC12";"GERDAU";"0.01";"45,00000";"n/a";"n/a";"Finance"
"GGBRC40";"GERDAU";"0.23";"5986,01200";"n/a";"n/a";"Finance"
"GGBRC41";"GERDAU";"0.02";"1999,80000";"n/a";"n/a";"Finance"
"GGBRC92";"GERDAU";"1.34";"134,00000";"n/a";"n/a";"Finance"
"GGBRC94";"GERDAU";"1.21";"6050,00000";"n/a";"n/a";"Finance"
"GGBRC96";"GERDAU";"0.90";"1080,00000";"n/a";"n/a";"Finance"
"GGBRC98";"GERDAU";"0.82";"17899,98000";"n/a";"n/a";"Finance"
"GGBRD1";"GERDAU";"0.70";"280,00000";"n/a";"n/a";"Finance"
"GGBRD10";"GERDAU";"0.85";"9165,98800";"n/a";"n/a";"Finance"
"GGBRD11";"GERDAU";"0.34";"1468,00000";"n/a";"n/a";"Finance"
"GGBRD40";"GERDAU";"0.58";"4767,95400";"n/a";"n/a";"Finance"
"GGBRD41";"GERDAU";"0.22";"1760,00000";"n/a";"n/a";"Finance"
"GGBRD42";"GERDAU";"0.07";"660,00000";"n/a";"n/a";"Finance"
"GGBRO10";"GERDAU";"0.06";"8749,80600";"n/a";"n/a";"Finance"
"GGBRO11";"GERDAU";"0.60";"19179,23100";"n/a";"n/a";"Finance"
"GGBRO2";"GERDAU";"0.41";"1640,00000";"n/a";"n/a";"Finance"
"GGBRO40";"GERDAU";"0.21";"9874,98000";"n/a";"n/a";"Finance"
"GGBRO41";"GERDAU";"1.05";"4200,00000";"n/a";"n/a";"Finance"
"GGBRO60";"GERDAU";"0.12";"4776,00000";"n/a";"n/a";"Finance"
"GGBRO98";"GERDAU";"0.05";"200,00000";"n/a";"n/a";"Finance"
"GGBRP10";"GERDAU";"0.26";"2120,00000";"n/a";"n/a";"Finance"
"GGBRP11";"GERDAU";"0.72";"15040,00000";"n/a";"n/a";"Finance"
"GGBRP40";"GERDAU";"0.47";"7631,03000";"n/a";"n/a";"Finance"
"GGBRP9";"GERDAU";"0.08";"480,00000";"n/a";"n/a";"Finance"
"GGBRP92";"GERDAU";"0.10";"500,00000";"n/a";"n/a";"Finance"
"GGBRP98";"GERDAU";"0.22";"1760,00000";"n/a";"n/a";"Finance"
"GOAU3";"GERDAU MET";"8.65";"18175,99900";"n/a";"n/a";"Finance"
"GOAU4";"GERDAU MET";"11.56";"7002025,23400";"n/a";"n/a";"Finance"
"GOAU4F";"GERDAU MET";"11.58";"9328,27831";"n/a";"n/a";"Finance"
"GOLL4";"GOL";"9.26";"4578307,33300";"n/a";"n/a";"Finance"
"GOLL4F";"GOL";"9.21";"4866,22365";"n/a";"n/a";"Finance"
"GOLL4T";"GOL";"9.33";"46823,02872";"n/a";"n/a";"Finance"
"GOOG34";"GOOGLE";"70.95";"673935,00000";"n/a";"n/a";"Finance"
"GPCP3";"GPC PART";"0.39";"14531,52000";"n/a";"n/a";"Finance"
"GPCP3F";"GPC PART";"0.16";"14,40000";"n/a";"n/a";"Finance"
"GPIV33";"GP INVEST";"5.36";"25190,02200";"n/a";"n/a";"Finance"
"GRND3";"GRENDENE";"16.40";"1492338,71200";"n/a";"n/a";"Finance"
"GRND3F";"GRENDENE";"16.47";"3701,71028";"n/a";"n/a";"Finance"
"GSHP3";"General Shop";"7.03";"179804,25000";"n/a";"n/a";"Finance"
"GSHP3F";"General Shop";"6.80";"408,00000";"n/a";"n/a";"Finance"
"GTDP3B";"GTD PART";"0.30";"30,00000";"n/a";"n/a";"Finance"
"GUAR3";"GUARARAPES";"77.02";"1576763,29800";"n/a";"n/a";"Finance"
"GUAR3F";"GUARARAPES";"77.14";"77,14000";"n/a";"n/a";"Finance"
"GUAR4";"GUARARAPES";"70.00";"197190,99700";"n/a";"n/a";"Finance"
"GWIR11";"FII GWI RI";"287.95";"287,95000";"n/a";"n/a";"Finance"
"HAGA3";"FER HAGA";"0.80";"3850,00000";"n/a";"n/a";"Finance"
"HBOR3";"HELBOR EMPREEND";"3.99";"425189,73000";"n/a";"n/a";"Finance"
"HBOR3F";"HELBOR EMPREEND";"3.87";"235,17003";"n/a";"n/a";"Finance"
"HCRI11B";"FII CRIANCA";"211.69";"211,69000";"n/a";"n/a";"Finance"
"HGBS11";"HGBS";"1580.00";"2005286,18047";"n/a";"n/a";"Finance"
"HGLG11";"FII CSHG LOG";"1020.00";"350856,46960";"n/a";"n/a";"Finance"
"HGRE11";"HGRE";"1274.99";"223025,94986";"n/a";"n/a";"Finance"
"HGTX3";"CIA HERING";"16.46";"8816798,19400";"n/a";"n/a";"Finance"
"HGTX3F";"CIA HERING";"16.41";"10806,11560";"n/a";"n/a";"Finance"
"HOME34";"HOME DEPOT";"176.65";"563870,00400";"n/a";"n/a";"Finance"
"HOOT4";"HOTEIS OTHON";"0.37";"1110,00000";"n/a";"n/a";"Finance"
"HRTP3";"HRT Participações em Petróleo S.A.";"4.90";"220699,30500";"n/a";"n/a";"Finance"
"HRTP3F";"HRT Participações em Petróleo S.A.";"4.93";"486,40030";"n/a";"n/a";"Finance"
"HRTP3T";"HRT Participações em Petróleo S.A.";"4.97";"5009,98752";"n/a";"n/a";"Finance"
"HTMX11B";"HTMX";"129.50";"1165,50000";"n/a";"n/a";"Finance"
"HYPE3";"HYPE";"19.18";"64863783,91700";"n/a";"n/a";"Finance"
"HYPE3F";"HYPE";"19.15";"9832,01055";"n/a";"n/a";"Finance"
"IBOVD54";"IBOV";"253.00";"5060,00000";"n/a";"n/a";"Finance"
"IBOVD99";"IBOV";"1729.00";"17290,00000";"n/a";"n/a";"Finance"
"IBOVF50";"IBOV";"3260.00";"196350,00000";"n/a";"n/a";"Finance"
"IBOVF51";"IBOV";"2674.00";"161070,00000";"n/a";"n/a";"Finance"
"IBOVF52";"IBOV";"2160.00";"64800,00000";"n/a";"n/a";"Finance"
"IBOVF56";"IBOV";"660.00";"1675000,00500";"n/a";"n/a";"Finance"
"IBOVF58";"IBOV";"335.00";"2010000,00000";"n/a";"n/a";"Finance"
"IBOVF59";"IBOV";"235.00";"930000,00000";"n/a";"n/a";"Finance"
"IBOVP45";"IBOV";"158.00";"78750,00000";"n/a";"n/a";"Finance"
"IBOVP46";"IBOV";"262.00";"356300,00500";"n/a";"n/a";"Finance"
"IBOVP47";"IBOV";"410.00";"293999,99950";"n/a";"n/a";"Finance"
"IBOVP48";"IBOV";"620.00";"301150,00000";"n/a";"n/a";"Finance"
"IBOVP49";"IBOV";"932.00";"375599,99970";"n/a";"n/a";"Finance"
"IBOVP52";"IBOV";"2302.00";"274080,00000";"n/a";"n/a";"Finance"
"IBOVR47";"IBOV";"879.00";"87600,00030";"n/a";"n/a";"Finance"
"IBOVR48";"IBOV";"1145.00";"356329,99900";"n/a";"n/a";"Finance"
